arizona,Other,0,2022-06-07
california,"<tr><td align=""left""><a href=""https://www.shakeout.org/california/participant_list.php?start=california&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">656</td></tr>",656,2022-06-07
california,Childcare and Pre-Schools,"5,355",2022-06-07
california,K-12 Schools and Districts,"3,397,059",2022-06-07
california,Colleges and Universities,"738,291",2022-06-07
california,Local Government,"420,122",2022-06-07
california,State Government,"24,278",2022-06-07
california,Federal/National Government (Including Military),"48,453",2022-06-07
california,Businesses,"142,081",2022-06-07
california,Hotels and Other Lodgings,"1,750",2022-06-07
california,Healthcare,"62,160",2022-06-07
california,Senior Facilities/Communities,"12,430",2022-06-07
california,Disability/AFN Organizations,536,2022-06-07
california,Non-Profit Organizations,"16,229",2022-06-07
california,Neighborhood Groups,"3,200",2022-06-07
california,Preparedness Organizations,"1,315",2022-06-07
california,Faith-based Organizations,"125,144",2022-06-07
california,"Museums, Libraries, Parks, etc.","1,520",2022-06-07
california,Animal Shelter/Service Providers,110,2022-06-07
california,Agriculture/Livestock Sector,0,2022-06-07
california,Volunteer Radio Groups,120,2022-06-07
california,Science/Engineering Organizations,182,2022-06-07
california,Media Organizations,0,2022-06-07
california,Other,205,2022-06-07
centralus,"<tr><td align=""left""><a href=""https://www.shakeout.org/centralus/participant_list.php?start=centralus&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">112</td></tr>",112,2022-06-07
centralus,Childcare and Pre-Schools,700,2022-06-07
centralus,K-12 Schools and Districts,"2,742",2022-06-07
centralus,Colleges and Universities,"11,675",2022-06-07
centralus,Local Government,"1,359",2022-06-07
centralus,State Government,300,2022-06-07
centralus,Federal/National Government (Including Military),"15,000",2022-06-07
centralus,Tribes/Indigenous Peoples,0,2022-06-07
centralus,Businesses,"16,551",2022-06-07
centralus,Hotels and Other Lodgings,0,2022-06-07
centralus,Healthcare,"2,386",2022-06-07
centralus,Senior Facilities/Communities,525,2022-06-07
centralus,Disability/AFN Organizations,250,2022-06-07
centralus,Non-Profit Organizations,280,2022-06-07
centralus,Neighborhood Groups,0,2022-06-07
centralus,Preparedness Organizations,4,2022-06-07
centralus,Faith-based Organizations,0,2022-06-07
centralus,"Museums, Libraries, Parks, etc.",300,2022-06-07
centralus,Animal Shelter/Service Providers,0,2022-06-07
centralus,Agriculture/Livestock Sector,0,2022-06-07
centralus,Volunteer Radio Groups,0,2022-06-07
centralus,Science/Engineering Organizations,0,2022-06-07
centralus,Media Organizations,0,2022-06-07
centralus,Other,"2,200",2022-06-07
cnmi,"<tr><td align=""left""><a href=""https://www.shakeout.org/cnmi/participant_list.php?start=cnmi&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-07
cnmi,Childcare and Pre-Schools,0,2022-06-07
cnmi,K-12 Schools and Districts,0,2022-06-07
cnmi,Colleges and Universities,0,2022-06-07
cnmi,Local Government,0,2022-06-07
cnmi,State Government,0,2022-06-07
cnmi,Federal/National Government (Including Military),0,2022-06-07
cnmi,Businesses,0,2022-06-07
cnmi,Hotels and Other Lodgings,0,2022-06-07
cnmi,Healthcare,0,2022-06-07
cnmi,Senior Facilities/Communities,0,2022-06-07
cnmi,Disability/AFN Organizations,0,2022-06-07
cnmi,Non-Profit Organizations,0,2022-06-07
cnmi,Neighborhood Groups,0,2022-06-07
cnmi,Preparedness Organizations,0,2022-06-07
cnmi,Faith-based Organizations,0,2022-06-07
cnmi,"Museums, Libraries, Parks, etc.",0,2022-06-07
cnmi,Animal Shelter/Service Providers,0,2022-06-07
cnmi,Agriculture/Livestock Sector,0,2022-06-07
cnmi,Volunteer Radio Groups,0,2022-06-07
cnmi,Science/Engineering Organizations,0,2022-06-07
cnmi,Media Organizations,0,2022-06-07
cnmi,Other,0,2022-06-07
colorado,"<tr><td align=""left""><a href=""https://www.shakeout.org/colorado/participant_list.php?start=colorado&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">7</td></tr>",7,2022-06-07
colorado,Childcare and Pre-Schools,0,2022-06-07
colorado,K-12 Schools and Districts,0,2022-06-07
colorado,Colleges and Universities,0,2022-06-07
colorado,Local Government,0,2022-06-07
colorado,State Government,0,2022-06-07
colorado,Federal/National Government (Including Military),0,2022-06-07
colorado,Tribes/Indigenous Peoples,0,2022-06-07
colorado,Businesses,0,2022-06-07
colorado,Hotels and Other Lodgings,0,2022-06-07
colorado,Healthcare,0,2022-06-07
colorado,Senior Facilities/Communities,0,2022-06-07
colorado,Disability/AFN Organizations,0,2022-06-07
colorado,Non-Profit Organizations,0,2022-06-07
colorado,Neighborhood Groups,0,2022-06-07
colorado,Preparedness Organizations,0,2022-06-07
colorado,Faith-based Organizations,0,2022-06-07
colorado,"Museums, Libraries, Parks, etc.",0,2022-06-07
colorado,Animal Shelter/Service Providers,0,2022-06-07
colorado,Agriculture/Livestock Sector,0,2022-06-07
colorado,Volunteer Radio Groups,0,2022-06-07
colorado,Science/Engineering Organizations,0,2022-06-07
colorado,Media Organizations,0,2022-06-07
colorado,Other,0,2022-06-07
guam,"<tr><td align=""left""><a href=""https://www.shakeout.org/guam/participant_list.php?start=guam&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-07
guam,Childcare and Pre-Schools,0,2022-06-07
guam,K-12 Schools and Districts,0,2022-06-07
guam,Colleges and Universities,0,2022-06-07
guam,Local Government,0,2022-06-07
guam,Federal/National Government (Including Military),0,2022-06-07
guam,Businesses,0,2022-06-07
guam,Hotels and Other Lodgings,0,2022-06-07
guam,Healthcare,0,2022-06-07
guam,Disability/AFN Organizations,0,2022-06-07
guam,Non-Profit Organizations,0,2022-06-07
guam,Neighborhood Groups,0,2022-06-07
guam,Faith-based Organizations,0,2022-06-07
guam,"Museums, Libraries, Parks, etc.",0,2022-06-07
guam,Media Organizations,0,2022-06-07
guam,Other,0,2022-06-07
hawaii,"<tr><td align=""left""><a href=""https://www.shakeout.org/hawaii/participant_list.php?start=hawaii&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-07
hawaii,Childcare and Pre-Schools,0,2022-06-07
hawaii,K-12 Schools and Districts,0,2022-06-07
hawaii,Colleges and Universities,0,2022-06-07
hawaii,Local Government,0,2022-06-07
hawaii,State Government,80,2022-06-07
hawaii,Federal/National Government (Including Military),0,2022-06-07
hawaii,Tribes/Indigenous Peoples,0,2022-06-07
hawaii,Businesses,0,2022-06-07
hawaii,Hotels and Other Lodgings,0,2022-06-07
hawaii,Healthcare,0,2022-06-07
hawaii,Senior Facilities/Communities,15,2022-06-07
hawaii,Disability/AFN Organizations,0,2022-06-07
hawaii,Non-Profit Organizations,0,2022-06-07
hawaii,Neighborhood Groups,0,2022-06-07
hawaii,Preparedness Organizations,0,2022-06-07
hawaii,Faith-based Organizations,0,2022-06-07
hawaii,"Museums, Libraries, Parks, etc.",0,2022-06-07
hawaii,Animal Shelter/Service Providers,0,2022-06-07
hawaii,Agriculture/Livestock Sector,0,2022-06-07
hawaii,Volunteer Radio Groups,0,2022-06-07
hawaii,Science/Engineering Organizations,0,2022-06-07
hawaii,Media Organizations,0,2022-06-07
hawaii,Other,0,2022-06-07
idaho,"<tr><td align=""left""><a href=""https://www.shakeout.org/idaho/participant_list.php?start=idaho&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">4</td></tr>",4,2022-06-07
idaho,Childcare and Pre-Schools,0,2022-06-07
idaho,K-12 Schools and Districts,0,2022-06-07
idaho,Colleges and Universities,0,2022-06-07
idaho,Local Government,2,2022-06-07
idaho,State Government,0,2022-06-07
idaho,Federal/National Government (Including Military),0,2022-06-07
idaho,Tribes/Indigenous Peoples,0,2022-06-07
idaho,Businesses,0,2022-06-07
idaho,Hotels and Other Lodgings,0,2022-06-07
idaho,Healthcare,170,2022-06-07
idaho,Senior Facilities/Communities,0,2022-06-07
idaho,Disability/AFN Organizations,0,2022-06-07
idaho,Non-Profit Organizations,0,2022-06-07
idaho,Neighborhood Groups,0,2022-06-07
idaho,Preparedness Organizations,0,2022-06-07
idaho,Faith-based Organizations,0,2022-06-07
idaho,"Museums, Libraries, Parks, etc.",0,2022-06-07
idaho,Animal Shelter/Service Providers,0,2022-06-07
idaho,Agriculture/Livestock Sector,0,2022-06-07
idaho,Volunteer Radio Groups,0,2022-06-07
idaho,Science/Engineering Organizations,0,2022-06-07
idaho,Media Organizations,0,2022-06-07
idaho,Other,0,2022-06-07
montana,"<tr><td align=""left""><a href=""https://www.shakeout.org/montana/participant_list.php?start=montana&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">2</td></tr>",2,2022-06-07
montana,Childcare and Pre-Schools,0,2022-06-07
montana,K-12 Schools and Districts,24,2022-06-07
montana,Colleges and Universities,0,2022-06-07
montana,Local Government,0,2022-06-07
montana,State Government,0,2022-06-07
montana,Federal/National Government (Including Military),0,2022-06-07
montana,Tribes/Indigenous Peoples,0,2022-06-07
montana,Businesses,0,2022-06-07
montana,Hotels and Other Lodgings,0,2022-06-07
montana,Healthcare,30,2022-06-07
montana,Senior Facilities/Communities,0,2022-06-07
montana,Disability/AFN Organizations,0,2022-06-07
montana,Non-Profit Organizations,0,2022-06-07
montana,Neighborhood Groups,0,2022-06-07
montana,Preparedness Organizations,0,2022-06-07
montana,Faith-based Organizations,0,2022-06-07
montana,"Museums, Libraries, Parks, etc.",0,2022-06-07
montana,Animal Shelter/Service Providers,0,2022-06-07
montana,Agriculture/Livestock Sector,0,2022-06-07
montana,Volunteer Radio Groups,0,2022-06-07
montana,Science/Engineering Organizations,0,2022-06-07
montana,Media Organizations,0,2022-06-07
montana,Other,0,2022-06-07
nevada,"<tr><td align=""left""><a href=""https://www.shakeout.org/nevada/participant_list.php?start=nevada&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">9</td></tr>",9,2022-06-07
nevada,Childcare and Pre-Schools,105,2022-06-07
nevada,K-12 Schools and Districts,938,2022-06-07
nevada,Colleges and Universities,0,2022-06-07
nevada,Local Government,0,2022-06-07
nevada,State Government,0,2022-06-07
nevada,Federal/National Government (Including Military),0,2022-06-07
nevada,Tribes/Indigenous Peoples,0,2022-06-07
nevada,Businesses,100,2022-06-07
nevada,Hotels and Other Lodgings,0,2022-06-07
nevada,Healthcare,313,2022-06-07
nevada,Senior Facilities/Communities,0,2022-06-07
nevada,Disability/AFN Organizations,10,2022-06-07
nevada,Non-Profit Organizations,4,2022-06-07
nevada,Neighborhood Groups,0,2022-06-07
nevada,Preparedness Organizations,0,2022-06-07
nevada,Faith-based Organizations,0,2022-06-07
nevada,"Museums, Libraries, Parks, etc.",0,2022-06-07
nevada,Animal Shelter/Service Providers,0,2022-06-07
nevada,Agriculture/Livestock Sector,0,2022-06-07
nevada,Volunteer Radio Groups,0,2022-06-07
nevada,Science/Engineering Organizations,10,2022-06-07
nevada,Media Organizations,0,2022-06-07
nevada,Other,0,2022-06-07
newmexico,"<tr><td align=""left""><a href=""https://www.shakeout.org/newmexico/participant_list.php?start=newmexico&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">3</td></tr>",3,2022-06-07
newmexico,Childcare and Pre-Schools,0,2022-06-07
newmexico,K-12 Schools and Districts,0,2022-06-07
newmexico,Colleges and Universities,0,2022-06-07
newmexico,Local Government,"1,500",2022-06-07
newmexico,State Government,70,2022-06-07
newmexico,Federal/National Government (Including Military),0,2022-06-07
newmexico,Tribes/Indigenous Peoples,0,2022-06-07
newmexico,Businesses,0,2022-06-07
newmexico,Hotels and Other Lodgings,0,2022-06-07
newmexico,Healthcare,20,2022-06-07
newmexico,Senior Facilities/Communities,0,2022-06-07
newmexico,Disability/AFN Organizations,0,2022-06-07
newmexico,Non-Profit Organizations,0,2022-06-07
newmexico,Neighborhood Groups,0,2022-06-07
newmexico,Preparedness Organizations,20,2022-06-07
newmexico,Faith-based Organizations,0,2022-06-07
newmexico,"Museums, Libraries, Parks, etc.",0,2022-06-07
newmexico,Animal Shelter/Service Providers,0,2022-06-07
newmexico,Agriculture/Livestock Sector,0,2022-06-07
newmexico,Volunteer Radio Groups,0,2022-06-07
newmexico,Science/Engineering Organizations,0,2022-06-07
newmexico,Media Organizations,0,2022-06-07
newmexico,Other,0,2022-06-07
northeast,"<tr><td align=""left""><a href=""https://www.shakeout.org/northeast/participant_list.php?start=northeast&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">5</td></tr>",5,2022-06-07
northeast,Childcare and Pre-Schools,0,2022-06-07
northeast,K-12 Schools and Districts,"5,235",2022-06-07
northeast,Colleges and Universities,152,2022-06-07
northeast,Local Government,0,2022-06-07
northeast,State Government,0,2022-06-07
northeast,Federal/National Government (Including Military),0,2022-06-07
northeast,Tribes/Indigenous Peoples,0,2022-06-07
northeast,Businesses,7,2022-06-07
northeast,Hotels and Other Lodgings,0,2022-06-07
northeast,Healthcare,94,2022-06-07
northeast,Senior Facilities/Communities,0,2022-06-07
northeast,Disability/AFN Organizations,0,2022-06-07
northeast,Non-Profit Organizations,0,2022-06-07
northeast,Neighborhood Groups,0,2022-06-07
northeast,Preparedness Organizations,0,2022-06-07
northeast,Faith-based Organizations,0,2022-06-07
northeast,"Museums, Libraries, Parks, etc.",0,2022-06-07
northeast,Animal Shelter/Service Providers,0,2022-06-07
northeast,Agriculture/Livestock Sector,0,2022-06-07
northeast,Volunteer Radio Groups,0,2022-06-07
northeast,Science/Engineering Organizations,0,2022-06-07
northeast,Media Organizations,0,2022-06-07
northeast,Other,0,2022-06-07
oregon,"<tr><td align=""left""><a href=""https://www.shakeout.org/oregon/participant_list.php?start=oregon&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">25</td></tr>",25,2022-06-07
oregon,Childcare and Pre-Schools,19,2022-06-07
oregon,K-12 Schools and Districts,"1,455",2022-06-07
oregon,Colleges and Universities,0,2022-06-07
oregon,Local Government,750,2022-06-07
oregon,State Government,58,2022-06-07
oregon,Federal/National Government (Including Military),36,2022-06-07
oregon,Tribes/Indigenous Peoples,0,2022-06-07
oregon,Businesses,30,2022-06-07
oregon,Hotels and Other Lodgings,0,2022-06-07
oregon,Healthcare,603,2022-06-07
oregon,Senior Facilities/Communities,50,2022-06-07
oregon,Disability/AFN Organizations,0,2022-06-07
oregon,Non-Profit Organizations,800,2022-06-07
oregon,Neighborhood Groups,0,2022-06-07
oregon,Preparedness Organizations,0,2022-06-07
oregon,Faith-based Organizations,0,2022-06-07
oregon,"Museums, Libraries, Parks, etc.",0,2022-06-07
oregon,Animal Shelter/Service Providers,0,2022-06-07
oregon,Agriculture/Livestock Sector,0,2022-06-07
oregon,Volunteer Radio Groups,7,2022-06-07
oregon,Science/Engineering Organizations,0,2022-06-07
oregon,Media Organizations,0,2022-06-07
oregon,Other,0,2022-06-07
puertorico,"<tr><td align=""left""><a href=""https://www.shakeout.org/puertorico/participant_list.php?start=puertorico&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">32</td></tr>",32,2022-06-07
puertorico,Childcare and Pre-Schools,31,2022-06-07
puertorico,K-12 Schools and Districts,"1,035",2022-06-07
puertorico,Colleges and Universities,0,2022-06-07
puertorico,Local Government,25,2022-06-07
puertorico,State Government,449,2022-06-07
puertorico,Federal/National Government (Including Military),0,2022-06-07
puertorico,Businesses,0,2022-06-07
puertorico,Hotels and Other Lodgings,0,2022-06-07
puertorico,Healthcare,505,2022-06-07
puertorico,Senior Facilities/Communities,109,2022-06-07
puertorico,Disability/AFN Organizations,0,2022-06-07
puertorico,Non-Profit Organizations,8,2022-06-07
puertorico,Neighborhood Groups,0,2022-06-07
puertorico,Preparedness Organizations,0,2022-06-07
puertorico,Faith-based Organizations,0,2022-06-07
puertorico,"Museums, Libraries, Parks, etc.",10,2022-06-07
puertorico,Animal Shelter/Service Providers,0,2022-06-07
puertorico,Agriculture/Livestock Sector,0,2022-06-07
puertorico,Volunteer Radio Groups,15,2022-06-07
puertorico,Science/Engineering Organizations,0,2022-06-07
puertorico,Media Organizations,0,2022-06-07
puertorico,Other,22,2022-06-07
southeast,"<tr><td align=""left""><a href=""https://www.shakeout.org/southeast/participant_list.php?start=southeast&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">25</td></tr>",25,2022-06-07
southeast,Childcare and Pre-Schools,98,2022-06-07
southeast,K-12 Schools and Districts,"20,254",2022-06-07
southeast,Colleges and Universities,"1,310",2022-06-07
southeast,Local Government,33,2022-06-07
southeast,State Government,0,2022-06-07
southeast,Federal/National Government (Including Military),0,2022-06-07
southeast,Tribes/Indigenous Peoples,0,2022-06-07
southeast,Businesses,23,2022-06-07
southeast,Hotels and Other Lodgings,0,2022-06-07
southeast,Healthcare,"1,044",2022-06-07
southeast,Senior Facilities/Communities,150,2022-06-07
southeast,Disability/AFN Organizations,0,2022-06-07
southeast,Non-Profit Organizations,85,2022-06-07
southeast,Neighborhood Groups,0,2022-06-07
southeast,Preparedness Organizations,0,2022-06-07
southeast,Faith-based Organizations,0,2022-06-07
southeast,"Museums, Libraries, Parks, etc.",0,2022-06-07
southeast,Animal Shelter/Service Providers,0,2022-06-07
southeast,Agriculture/Livestock Sector,0,2022-06-07
southeast,Volunteer Radio Groups,0,2022-06-07
southeast,Science/Engineering Organizations,0,2022-06-07
southeast,Media Organizations,0,2022-06-07
southeast,Other,11,2022-06-07
texas,"<tr><td align=""left""><a href=""https://www.shakeout.org/texas/participant_list.php?start=texas&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">2</td></tr>",2,2022-06-07
texas,Childcare and Pre-Schools,0,2022-06-07
texas,K-12 Schools and Districts,0,2022-06-07
texas,Colleges and Universities,0,2022-06-07
texas,Local Government,0,2022-06-07
texas,State Government,0,2022-06-07
texas,Federal/National Government (Including Military),150,2022-06-07
texas,Tribes/Indigenous Peoples,0,2022-06-07
texas,Businesses,75,2022-06-07
texas,Hotels and Other Lodgings,12,2022-06-07
texas,Healthcare,0,2022-06-07
texas,Senior Facilities/Communities,0,2022-06-07
texas,Disability/AFN Organizations,0,2022-06-07
texas,Non-Profit Organizations,0,2022-06-07
texas,Neighborhood Groups,0,2022-06-07
texas,Preparedness Organizations,0,2022-06-07
texas,Faith-based Organizations,0,2022-06-07
texas,"Museums, Libraries, Parks, etc.",0,2022-06-07
texas,Animal Shelter/Service Providers,0,2022-06-07
texas,Agriculture/Livestock Sector,0,2022-06-07
texas,Volunteer Radio Groups,0,2022-06-07
texas,Science/Engineering Organizations,0,2022-06-07
texas,Media Organizations,0,2022-06-07
texas,Other,0,2022-06-07
uppermidwest,"<tr><td align=""left""><a href=""https://www.shakeout.org/uppermidwest/participant_list.php?start=uppermidwest&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-07
uppermidwest,Childcare and Pre-Schools,0,2022-06-07
uppermidwest,K-12 Schools and Districts,0,2022-06-07
uppermidwest,Colleges and Universities,0,2022-06-07
uppermidwest,Local Government,0,2022-06-07
uppermidwest,State Government,0,2022-06-07
uppermidwest,Federal/National Government (Including Military),0,2022-06-07
uppermidwest,Tribes/Indigenous Peoples,0,2022-06-07
uppermidwest,Businesses,0,2022-06-07
uppermidwest,Hotels and Other Lodgings,0,2022-06-07
uppermidwest,Healthcare,0,2022-06-07
uppermidwest,Senior Facilities/Communities,0,2022-06-07
uppermidwest,Disability/AFN Organizations,0,2022-06-07
uppermidwest,Non-Profit Organizations,0,2022-06-07
uppermidwest,Neighborhood Groups,0,2022-06-07
uppermidwest,Preparedness Organizations,0,2022-06-07
uppermidwest,Faith-based Organizations,0,2022-06-07
uppermidwest,"Museums, Libraries, Parks, etc.",0,2022-06-07
uppermidwest,Animal Shelter/Service Providers,0,2022-06-07
uppermidwest,Agriculture/Livestock Sector,0,2022-06-07
uppermidwest,Volunteer Radio Groups,0,2022-06-07
uppermidwest,Science/Engineering Organizations,0,2022-06-07
uppermidwest,Media Organizations,0,2022-06-07
uppermidwest,Other,0,2022-06-07
usvi,"<tr><td align=""left""><a href=""https://www.shakeout.org/usvi/participant_list.php?start=usvi&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-07
usvi,Childcare and Pre-Schools,113,2022-06-07
usvi,K-12 Schools and Districts,0,2022-06-07
usvi,Colleges and Universities,0,2022-06-07
usvi,Local Government,0,2022-06-07
usvi,State Government,0,2022-06-07
usvi,Federal/National Government (Including Military),0,2022-06-07
usvi,Businesses,0,2022-06-07
usvi,Hotels and Other Lodgings,0,2022-06-07
usvi,Healthcare,0,2022-06-07
usvi,Senior Facilities/Communities,0,2022-06-07
usvi,Disability/AFN Organizations,0,2022-06-07
usvi,Non-Profit Organizations,0,2022-06-07
usvi,Neighborhood Groups,0,2022-06-07
usvi,Preparedness Organizations,0,2022-06-07
usvi,Faith-based Organizations,0,2022-06-07
usvi,"Museums, Libraries, Parks, etc.",0,2022-06-07
usvi,Animal Shelter/Service Providers,0,2022-06-07
usvi,Agriculture/Livestock Sector,0,2022-06-07
usvi,Volunteer Radio Groups,0,2022-06-07
usvi,Science/Engineering Organizations,0,2022-06-07
usvi,Media Organizations,0,2022-06-07
usvi,Other,0,2022-06-07
utah,"<tr><td align=""left""><a href=""https://www.shakeout.org/utah/participant_list.php?start=utah&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">2,129</td></tr>","2,129",2022-06-07
utah,Childcare and Pre-Schools,"8,913",2022-06-07
utah,K-12 Schools and Districts,"623,836",2022-06-07
utah,Colleges and Universities,"143,052",2022-06-07
utah,Local Government,"18,298",2022-06-07
utah,State Government,"21,361",2022-06-07
utah,Federal/National Government (Including Military),219,2022-06-07
utah,Tribes/Indigenous Peoples,25,2022-06-07
utah,Businesses,"21,945",2022-06-07
utah,Hotels and Other Lodgings,0,2022-06-07
utah,Healthcare,"14,339",2022-06-07
utah,Senior Facilities/Communities,"3,792",2022-06-07
utah,Disability/AFN Organizations,591,2022-06-07
utah,Non-Profit Organizations,"4,643",2022-06-07
utah,Neighborhood Groups,"2,955",2022-06-07
utah,Preparedness Organizations,766,2022-06-07
utah,Faith-based Organizations,"14,542",2022-06-07
utah,"Museums, Libraries, Parks, etc.",90,2022-06-07
utah,Animal Shelter/Service Providers,0,2022-06-07
utah,Agriculture/Livestock Sector,0,2022-06-07
utah,Volunteer Radio Groups,513,2022-06-07
utah,Science/Engineering Organizations,156,2022-06-07
utah,Media Organizations,230,2022-06-07
utah,Other,982,2022-06-07
washington,"<tr><td align=""left""><a href=""https://www.shakeout.org/washington/participant_list.php?start=washington&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">92</td></tr>",92,2022-06-07
washington,Childcare and Pre-Schools,0,2022-06-07
washington,K-12 Schools and Districts,"41,812",2022-06-07
washington,Colleges and Universities,4,2022-06-07
washington,Local Government,909,2022-06-07
washington,State Government,"7,051",2022-06-07
washington,Federal/National Government (Including Military),0,2022-06-07
washington,Tribes/Indigenous Peoples,640,2022-06-07
washington,Businesses,"4,302",2022-06-07
washington,Hotels and Other Lodgings,0,2022-06-07
washington,Healthcare,"3,427",2022-06-07
washington,Senior Facilities/Communities,75,2022-06-07
washington,Disability/AFN Organizations,0,2022-06-07
washington,Non-Profit Organizations,144,2022-06-07
washington,Neighborhood Groups,0,2022-06-07
washington,Preparedness Organizations,0,2022-06-07
washington,Faith-based Organizations,0,2022-06-07
washington,"Museums, Libraries, Parks, etc.",45,2022-06-07
washington,Animal Shelter/Service Providers,0,2022-06-07
washington,Agriculture/Livestock Sector,0,2022-06-07
washington,Volunteer Radio Groups,26,2022-06-07
washington,Science/Engineering Organizations,35,2022-06-07
washington,Media Organizations,0,2022-06-07
washington,Other,50,2022-06-07
wyoming,"<tr><td align=""left""><a href=""https://www.shakeout.org/wyoming/participant_list.php?start=wyoming&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-07
wyoming,Childcare and Pre-Schools,0,2022-06-07
wyoming,K-12 Schools and Districts,0,2022-06-07
wyoming,Colleges and Universities,0,2022-06-07
wyoming,Local Government,0,2022-06-07
wyoming,State Government,0,2022-06-07
wyoming,Federal/National Government (Including Military),0,2022-06-07
wyoming,Tribes/Indigenous Peoples,0,2022-06-07
wyoming,Businesses,0,2022-06-07
wyoming,Hotels and Other Lodgings,0,2022-06-07
wyoming,Healthcare,0,2022-06-07
wyoming,Senior Facilities/Communities,0,2022-06-07
wyoming,Disability/AFN Organizations,0,2022-06-07
wyoming,Non-Profit Organizations,20,2022-06-07
wyoming,Neighborhood Groups,0,2022-06-07
wyoming,Preparedness Organizations,0,2022-06-07
wyoming,Faith-based Organizations,0,2022-06-07
wyoming,"Museums, Libraries, Parks, etc.",0,2022-06-07
wyoming,Animal Shelter/Service Providers,0,2022-06-07
wyoming,Agriculture/Livestock Sector,0,2022-06-07
wyoming,Volunteer Radio Groups,0,2022-06-07
wyoming,Science/Engineering Organizations,0,2022-06-07
wyoming,Media Organizations,0,2022-06-07
wyoming,Other,0,2022-06-07
yukon,"<tr><td align=""left""><a href=""https://www.shakeout.org/yukon/participant_list.php?start=yukon&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-07
yukon,Childcare and Pre-Schools,0,2022-06-07
yukon,K-12 Schools and Districts,0,2022-06-07
yukon,Colleges and Universities,0,2022-06-07
yukon,Local Government,90,2022-06-07
yukon,Federal/National Government (Including Military),0,2022-06-07
yukon,Businesses,0,2022-06-07
yukon,Hotels and Other Lodgings,0,2022-06-07
yukon,Healthcare,0,2022-06-07
yukon,Senior Facilities/Communities,0,2022-06-07
yukon,Disability/AFN Organizations,0,2022-06-07
yukon,Non-Profit Organizations,0,2022-06-07
yukon,Preparedness Organizations,0,2022-06-07
yukon,Faith-based Organizations,0,2022-06-07
yukon,"Museums, Libraries, Parks, etc.",0,2022-06-07
yukon,Animal Shelter/Service Providers,0,2022-06-07
yukon,Agriculture/Livestock Sector,0,2022-06-07
yukon,Volunteer Radio Groups,0,2022-06-07
yukon,Science/Engineering Organizations,0,2022-06-07
yukon,Media Organizations,0,2022-06-07
yukon,Other,0,2022-06-07
alaska,"<tr><td align=""left""><a href=""https://www.shakeout.org/alaska/participant_list.php?start=alaska&amp;category=other"" style=""font-size:14px;"">Other</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-08
americansamoa,"<tr><td align=""left""><a href=""https://www.shakeout.org/americansamoa/participant_list.php?start=americansamoa&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-08
americansamoa,Childcare and Pre-Schools,0,2022-06-08
americansamoa,K-12 Schools and Districts,0,2022-06-08
americansamoa,Colleges and Universities,0,2022-06-08
americansamoa,Local Government,100,2022-06-08
americansamoa,State Government,0,2022-06-08
americansamoa,Federal/National Government (Including Military),0,2022-06-08
