alaska,"<tr><td align=""left""><a href=""https://www.shakeout.org/alaska/participant_list.php?start=alaska&amp;category=other"" style=""font-size:14px;"">Other</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0
arizona,Agriculture/Livestock Sector,0,2022-06-06
arizona,Volunteer Radio Groups,0,2022-06-06
arizona,Science/Engineering Organizations,0,2022-06-06
arizona,Media Organizations,0,2022-06-06
arizona,Other,0,2022-06-06
california,"<tr><td align=""left""><a href=""https://www.shakeout.org/california/participant_list.php?start=california&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">656</td></tr>",656,2022-06-06
california,Childcare and Pre-Schools,"5,355",2022-06-06
california,K-12 Schools and Districts,"3,396,712",2022-06-06
california,Colleges and Universities,"738,291",2022-06-06
california,Local Government,"420,122",2022-06-06
california,State Government,"24,278",2022-06-06
california,Federal/National Government (Including Military),"48,453",2022-06-06
california,Businesses,"142,081",2022-06-06
california,Hotels and Other Lodgings,"1,750",2022-06-06
california,Healthcare,"62,158",2022-06-06
california,Senior Facilities/Communities,"12,430",2022-06-06
california,Disability/AFN Organizations,536,2022-06-06
california,Non-Profit Organizations,"16,229",2022-06-06
california,Neighborhood Groups,"3,200",2022-06-06
california,Preparedness Organizations,"1,315",2022-06-06
california,Faith-based Organizations,"125,144",2022-06-06
california,"Museums, Libraries, Parks, etc.","1,520",2022-06-06
california,Animal Shelter/Service Providers,110,2022-06-06
california,Agriculture/Livestock Sector,0,2022-06-06
california,Volunteer Radio Groups,120,2022-06-06
california,Science/Engineering Organizations,182,2022-06-06
california,Media Organizations,0,2022-06-06
california,Other,205,2022-06-06
centralus,"<tr><td align=""left""><a href=""https://www.shakeout.org/centralus/participant_list.php?start=centralus&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">112</td></tr>",112,2022-06-06
centralus,Childcare and Pre-Schools,700,2022-06-06
centralus,K-12 Schools and Districts,"2,742",2022-06-06
centralus,Colleges and Universities,"11,675",2022-06-06
centralus,Local Government,"1,359",2022-06-06
centralus,State Government,300,2022-06-06
centralus,Federal/National Government (Including Military),"15,000",2022-06-06
centralus,Tribes/Indigenous Peoples,0,2022-06-06
centralus,Businesses,"16,551",2022-06-06
centralus,Hotels and Other Lodgings,0,2022-06-06
centralus,Healthcare,"2,386",2022-06-06
centralus,Senior Facilities/Communities,525,2022-06-06
centralus,Disability/AFN Organizations,250,2022-06-06
centralus,Non-Profit Organizations,280,2022-06-06
centralus,Neighborhood Groups,0,2022-06-06
centralus,Preparedness Organizations,4,2022-06-06
centralus,Faith-based Organizations,0,2022-06-06
centralus,"Museums, Libraries, Parks, etc.",300,2022-06-06
centralus,Animal Shelter/Service Providers,0,2022-06-06
centralus,Agriculture/Livestock Sector,0,2022-06-06
centralus,Volunteer Radio Groups,0,2022-06-06
centralus,Science/Engineering Organizations,0,2022-06-06
centralus,Media Organizations,0,2022-06-06
centralus,Other,"2,200",2022-06-06
cnmi,"<tr><td align=""left""><a href=""https://www.shakeout.org/cnmi/participant_list.php?start=cnmi&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-06
cnmi,Childcare and Pre-Schools,0,2022-06-06
cnmi,K-12 Schools and Districts,0,2022-06-06
cnmi,Colleges and Universities,0,2022-06-06
cnmi,Local Government,0,2022-06-06
cnmi,State Government,0,2022-06-06
cnmi,Federal/National Government (Including Military),0,2022-06-06
cnmi,Businesses,0,2022-06-06
cnmi,Hotels and Other Lodgings,0,2022-06-06
cnmi,Healthcare,0,2022-06-06
cnmi,Senior Facilities/Communities,0,2022-06-06
cnmi,Disability/AFN Organizations,0,2022-06-06
cnmi,Non-Profit Organizations,0,2022-06-06
cnmi,Neighborhood Groups,0,2022-06-06
cnmi,Preparedness Organizations,0,2022-06-06
cnmi,Faith-based Organizations,0,2022-06-06
cnmi,"Museums, Libraries, Parks, etc.",0,2022-06-06
cnmi,Animal Shelter/Service Providers,0,2022-06-06
cnmi,Agriculture/Livestock Sector,0,2022-06-06
cnmi,Volunteer Radio Groups,0,2022-06-06
cnmi,Science/Engineering Organizations,0,2022-06-06
cnmi,Media Organizations,0,2022-06-06
cnmi,Other,0,2022-06-06
colorado,"<tr><td align=""left""><a href=""https://www.shakeout.org/colorado/participant_list.php?start=colorado&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">7</td></tr>",7,2022-06-06
colorado,Childcare and Pre-Schools,0,2022-06-06
colorado,K-12 Schools and Districts,0,2022-06-06
colorado,Colleges and Universities,0,2022-06-06
colorado,Local Government,0,2022-06-06
colorado,State Government,0,2022-06-06
colorado,Federal/National Government (Including Military),0,2022-06-06
colorado,Tribes/Indigenous Peoples,0,2022-06-06
colorado,Businesses,0,2022-06-06
colorado,Hotels and Other Lodgings,0,2022-06-06
colorado,Healthcare,0,2022-06-06
colorado,Senior Facilities/Communities,0,2022-06-06
colorado,Disability/AFN Organizations,0,2022-06-06
colorado,Non-Profit Organizations,0,2022-06-06
colorado,Neighborhood Groups,0,2022-06-06
colorado,Preparedness Organizations,0,2022-06-06
colorado,Faith-based Organizations,0,2022-06-06
colorado,"Museums, Libraries, Parks, etc.",0,2022-06-06
colorado,Animal Shelter/Service Providers,0,2022-06-06
colorado,Agriculture/Livestock Sector,0,2022-06-06
colorado,Volunteer Radio Groups,0,2022-06-06
colorado,Science/Engineering Organizations,0,2022-06-06
colorado,Media Organizations,0,2022-06-06
colorado,Other,0,2022-06-06
guam,"<tr><td align=""left""><a href=""https://www.shakeout.org/guam/participant_list.php?start=guam&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-06
guam,Childcare and Pre-Schools,0,2022-06-06
guam,K-12 Schools and Districts,0,2022-06-06
guam,Colleges and Universities,0,2022-06-06
guam,Local Government,0,2022-06-06
guam,Federal/National Government (Including Military),0,2022-06-06
guam,Businesses,0,2022-06-06
guam,Hotels and Other Lodgings,0,2022-06-06
guam,Healthcare,0,2022-06-06
guam,Disability/AFN Organizations,0,2022-06-06
guam,Non-Profit Organizations,0,2022-06-06
guam,Neighborhood Groups,0,2022-06-06
guam,Faith-based Organizations,0,2022-06-06
guam,"Museums, Libraries, Parks, etc.",0,2022-06-06
guam,Media Organizations,0,2022-06-06
guam,Other,0,2022-06-06
hawaii,"<tr><td align=""left""><a href=""https://www.shakeout.org/hawaii/participant_list.php?start=hawaii&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-06
hawaii,Childcare and Pre-Schools,0,2022-06-06
hawaii,K-12 Schools and Districts,0,2022-06-06
hawaii,Colleges and Universities,0,2022-06-06
hawaii,Local Government,0,2022-06-06
hawaii,State Government,80,2022-06-06
hawaii,Federal/National Government (Including Military),0,2022-06-06
hawaii,Tribes/Indigenous Peoples,0,2022-06-06
hawaii,Businesses,0,2022-06-06
hawaii,Hotels and Other Lodgings,0,2022-06-06
hawaii,Healthcare,0,2022-06-06
hawaii,Senior Facilities/Communities,15,2022-06-06
hawaii,Disability/AFN Organizations,0,2022-06-06
hawaii,Non-Profit Organizations,0,2022-06-06
hawaii,Neighborhood Groups,0,2022-06-06
hawaii,Preparedness Organizations,0,2022-06-06
hawaii,Faith-based Organizations,0,2022-06-06
hawaii,"Museums, Libraries, Parks, etc.",0,2022-06-06
hawaii,Animal Shelter/Service Providers,0,2022-06-06
hawaii,Agriculture/Livestock Sector,0,2022-06-06
hawaii,Volunteer Radio Groups,0,2022-06-06
hawaii,Science/Engineering Organizations,0,2022-06-06
hawaii,Media Organizations,0,2022-06-06
hawaii,Other,0,2022-06-06
idaho,"<tr><td align=""left""><a href=""https://www.shakeout.org/idaho/participant_list.php?start=idaho&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">4</td></tr>",4,2022-06-06
idaho,Childcare and Pre-Schools,0,2022-06-06
idaho,K-12 Schools and Districts,0,2022-06-06
idaho,Colleges and Universities,0,2022-06-06
idaho,Local Government,2,2022-06-06
idaho,State Government,0,2022-06-06
idaho,Federal/National Government (Including Military),0,2022-06-06
idaho,Tribes/Indigenous Peoples,0,2022-06-06
idaho,Businesses,0,2022-06-06
idaho,Hotels and Other Lodgings,0,2022-06-06
idaho,Healthcare,170,2022-06-06
idaho,Senior Facilities/Communities,0,2022-06-06
idaho,Disability/AFN Organizations,0,2022-06-06
idaho,Non-Profit Organizations,0,2022-06-06
idaho,Neighborhood Groups,0,2022-06-06
idaho,Preparedness Organizations,0,2022-06-06
idaho,Faith-based Organizations,0,2022-06-06
idaho,"Museums, Libraries, Parks, etc.",0,2022-06-06
idaho,Animal Shelter/Service Providers,0,2022-06-06
idaho,Agriculture/Livestock Sector,0,2022-06-06
idaho,Volunteer Radio Groups,0,2022-06-06
idaho,Science/Engineering Organizations,0,2022-06-06
idaho,Media Organizations,0,2022-06-06
idaho,Other,0,2022-06-06
montana,"<tr><td align=""left""><a href=""https://www.shakeout.org/montana/participant_list.php?start=montana&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">2</td></tr>",2,2022-06-06
montana,Childcare and Pre-Schools,0,2022-06-06
montana,K-12 Schools and Districts,24,2022-06-06
montana,Colleges and Universities,0,2022-06-06
montana,Local Government,0,2022-06-06
montana,State Government,0,2022-06-06
montana,Federal/National Government (Including Military),0,2022-06-06
montana,Tribes/Indigenous Peoples,0,2022-06-06
montana,Businesses,0,2022-06-06
montana,Hotels and Other Lodgings,0,2022-06-06
montana,Healthcare,30,2022-06-06
montana,Senior Facilities/Communities,0,2022-06-06
montana,Disability/AFN Organizations,0,2022-06-06
montana,Non-Profit Organizations,0,2022-06-06
montana,Neighborhood Groups,0,2022-06-06
montana,Preparedness Organizations,0,2022-06-06
montana,Faith-based Organizations,0,2022-06-06
montana,"Museums, Libraries, Parks, etc.",0,2022-06-06
montana,Animal Shelter/Service Providers,0,2022-06-06
montana,Agriculture/Livestock Sector,0,2022-06-06
montana,Volunteer Radio Groups,0,2022-06-06
montana,Science/Engineering Organizations,0,2022-06-06
montana,Media Organizations,0,2022-06-06
montana,Other,0,2022-06-06
nevada,"<tr><td align=""left""><a href=""https://www.shakeout.org/nevada/participant_list.php?start=nevada&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">9</td></tr>",9,2022-06-06
nevada,Childcare and Pre-Schools,105,2022-06-06
nevada,K-12 Schools and Districts,938,2022-06-06
nevada,Colleges and Universities,0,2022-06-06
nevada,Local Government,0,2022-06-06
nevada,State Government,0,2022-06-06
nevada,Federal/National Government (Including Military),0,2022-06-06
nevada,Tribes/Indigenous Peoples,0,2022-06-06
nevada,Businesses,100,2022-06-06
nevada,Hotels and Other Lodgings,0,2022-06-06
nevada,Healthcare,313,2022-06-06
nevada,Senior Facilities/Communities,0,2022-06-06
nevada,Disability/AFN Organizations,10,2022-06-06
nevada,Non-Profit Organizations,4,2022-06-06
nevada,Neighborhood Groups,0,2022-06-06
nevada,Preparedness Organizations,0,2022-06-06
nevada,Faith-based Organizations,0,2022-06-06
nevada,"Museums, Libraries, Parks, etc.",0,2022-06-06
nevada,Animal Shelter/Service Providers,0,2022-06-06
nevada,Agriculture/Livestock Sector,0,2022-06-06
nevada,Volunteer Radio Groups,0,2022-06-06
nevada,Science/Engineering Organizations,10,2022-06-06
nevada,Media Organizations,0,2022-06-06
nevada,Other,0,2022-06-06
newmexico,"<tr><td align=""left""><a href=""https://www.shakeout.org/newmexico/participant_list.php?start=newmexico&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">3</td></tr>",3,2022-06-06
newmexico,Childcare and Pre-Schools,0,2022-06-06
newmexico,K-12 Schools and Districts,0,2022-06-06
newmexico,Colleges and Universities,0,2022-06-06
newmexico,Local Government,"1,500",2022-06-06
newmexico,State Government,70,2022-06-06
newmexico,Federal/National Government (Including Military),0,2022-06-06
newmexico,Tribes/Indigenous Peoples,0,2022-06-06
newmexico,Businesses,0,2022-06-06
newmexico,Hotels and Other Lodgings,0,2022-06-06
newmexico,Healthcare,20,2022-06-06
newmexico,Senior Facilities/Communities,0,2022-06-06
newmexico,Disability/AFN Organizations,0,2022-06-06
newmexico,Non-Profit Organizations,0,2022-06-06
newmexico,Neighborhood Groups,0,2022-06-06
newmexico,Preparedness Organizations,20,2022-06-06
newmexico,Faith-based Organizations,0,2022-06-06
newmexico,"Museums, Libraries, Parks, etc.",0,2022-06-06
newmexico,Animal Shelter/Service Providers,0,2022-06-06
newmexico,Agriculture/Livestock Sector,0,2022-06-06
newmexico,Volunteer Radio Groups,0,2022-06-06
newmexico,Science/Engineering Organizations,0,2022-06-06
newmexico,Media Organizations,0,2022-06-06
newmexico,Other,0,2022-06-06
northeast,"<tr><td align=""left""><a href=""https://www.shakeout.org/northeast/participant_list.php?start=northeast&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">5</td></tr>",5,2022-06-06
northeast,Childcare and Pre-Schools,0,2022-06-06
northeast,K-12 Schools and Districts,"5,235",2022-06-06
northeast,Colleges and Universities,152,2022-06-06
northeast,Local Government,0,2022-06-06
northeast,State Government,0,2022-06-06
northeast,Federal/National Government (Including Military),0,2022-06-06
northeast,Tribes/Indigenous Peoples,0,2022-06-06
northeast,Businesses,7,2022-06-06
northeast,Hotels and Other Lodgings,0,2022-06-06
northeast,Healthcare,94,2022-06-06
northeast,Senior Facilities/Communities,0,2022-06-06
northeast,Disability/AFN Organizations,0,2022-06-06
northeast,Non-Profit Organizations,0,2022-06-06
northeast,Neighborhood Groups,0,2022-06-06
northeast,Preparedness Organizations,0,2022-06-06
northeast,Faith-based Organizations,0,2022-06-06
northeast,"Museums, Libraries, Parks, etc.",0,2022-06-06
northeast,Animal Shelter/Service Providers,0,2022-06-06
northeast,Agriculture/Livestock Sector,0,2022-06-06
northeast,Volunteer Radio Groups,0,2022-06-06
northeast,Science/Engineering Organizations,0,2022-06-06
northeast,Media Organizations,0,2022-06-06
northeast,Other,0,2022-06-06
oregon,"<tr><td align=""left""><a href=""https://www.shakeout.org/oregon/participant_list.php?start=oregon&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">25</td></tr>",25,2022-06-06
oregon,Childcare and Pre-Schools,19,2022-06-06
oregon,K-12 Schools and Districts,"1,455",2022-06-06
oregon,Colleges and Universities,0,2022-06-06
oregon,Local Government,750,2022-06-06
oregon,State Government,58,2022-06-06
oregon,Federal/National Government (Including Military),36,2022-06-06
oregon,Tribes/Indigenous Peoples,0,2022-06-06
oregon,Businesses,30,2022-06-06
oregon,Hotels and Other Lodgings,0,2022-06-06
oregon,Healthcare,603,2022-06-06
oregon,Senior Facilities/Communities,50,2022-06-06
oregon,Disability/AFN Organizations,0,2022-06-06
oregon,Non-Profit Organizations,800,2022-06-06
oregon,Neighborhood Groups,0,2022-06-06
oregon,Preparedness Organizations,0,2022-06-06
oregon,Faith-based Organizations,0,2022-06-06
oregon,"Museums, Libraries, Parks, etc.",0,2022-06-06
oregon,Animal Shelter/Service Providers,0,2022-06-06
oregon,Agriculture/Livestock Sector,0,2022-06-06
oregon,Volunteer Radio Groups,7,2022-06-06
oregon,Science/Engineering Organizations,0,2022-06-06
oregon,Media Organizations,0,2022-06-06
oregon,Other,0,2022-06-06
puertorico,"<tr><td align=""left""><a href=""https://www.shakeout.org/puertorico/participant_list.php?start=puertorico&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">32</td></tr>",32,2022-06-06
puertorico,Childcare and Pre-Schools,31,2022-06-06
puertorico,K-12 Schools and Districts,"1,035",2022-06-06
puertorico,Colleges and Universities,0,2022-06-06
puertorico,Local Government,25,2022-06-06
puertorico,State Government,449,2022-06-06
puertorico,Federal/National Government (Including Military),0,2022-06-06
puertorico,Businesses,0,2022-06-06
puertorico,Hotels and Other Lodgings,0,2022-06-06
puertorico,Healthcare,505,2022-06-06
puertorico,Senior Facilities/Communities,109,2022-06-06
puertorico,Disability/AFN Organizations,0,2022-06-06
puertorico,Non-Profit Organizations,8,2022-06-06
puertorico,Neighborhood Groups,0,2022-06-06
puertorico,Preparedness Organizations,0,2022-06-06
puertorico,Faith-based Organizations,0,2022-06-06
puertorico,"Museums, Libraries, Parks, etc.",10,2022-06-06
puertorico,Animal Shelter/Service Providers,0,2022-06-06
puertorico,Agriculture/Livestock Sector,0,2022-06-06
puertorico,Volunteer Radio Groups,15,2022-06-06
puertorico,Science/Engineering Organizations,0,2022-06-06
puertorico,Media Organizations,0,2022-06-06
puertorico,Other,22,2022-06-06
southeast,"<tr><td align=""left""><a href=""https://www.shakeout.org/southeast/participant_list.php?start=southeast&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">25</td></tr>",25,2022-06-06
southeast,Childcare and Pre-Schools,98,2022-06-06
southeast,K-12 Schools and Districts,"20,254",2022-06-06
southeast,Colleges and Universities,"1,310",2022-06-06
southeast,Local Government,33,2022-06-06
southeast,State Government,0,2022-06-06
southeast,Federal/National Government (Including Military),0,2022-06-06
southeast,Tribes/Indigenous Peoples,0,2022-06-06
southeast,Businesses,23,2022-06-06
southeast,Hotels and Other Lodgings,0,2022-06-06
southeast,Healthcare,"1,044",2022-06-06
southeast,Senior Facilities/Communities,150,2022-06-06
southeast,Disability/AFN Organizations,0,2022-06-06
southeast,Non-Profit Organizations,85,2022-06-06
southeast,Neighborhood Groups,0,2022-06-06
southeast,Preparedness Organizations,0,2022-06-06
southeast,Faith-based Organizations,0,2022-06-06
southeast,"Museums, Libraries, Parks, etc.",0,2022-06-06
southeast,Animal Shelter/Service Providers,0,2022-06-06
southeast,Agriculture/Livestock Sector,0,2022-06-06
southeast,Volunteer Radio Groups,0,2022-06-06
southeast,Science/Engineering Organizations,0,2022-06-06
southeast,Media Organizations,0,2022-06-06
southeast,Other,11,2022-06-06
texas,"<tr><td align=""left""><a href=""https://www.shakeout.org/texas/participant_list.php?start=texas&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">2</td></tr>",2,2022-06-06
texas,Childcare and Pre-Schools,0,2022-06-06
texas,K-12 Schools and Districts,0,2022-06-06
texas,Colleges and Universities,0,2022-06-06
texas,Local Government,0,2022-06-06
texas,State Government,0,2022-06-06
texas,Federal/National Government (Including Military),150,2022-06-06
texas,Tribes/Indigenous Peoples,0,2022-06-06
texas,Businesses,75,2022-06-06
texas,Hotels and Other Lodgings,12,2022-06-06
texas,Healthcare,0,2022-06-06
texas,Senior Facilities/Communities,0,2022-06-06
texas,Disability/AFN Organizations,0,2022-06-06
texas,Non-Profit Organizations,0,2022-06-06
texas,Neighborhood Groups,0,2022-06-06
texas,Preparedness Organizations,0,2022-06-06
texas,Faith-based Organizations,0,2022-06-06
texas,"Museums, Libraries, Parks, etc.",0,2022-06-06
texas,Animal Shelter/Service Providers,0,2022-06-06
texas,Agriculture/Livestock Sector,0,2022-06-06
texas,Volunteer Radio Groups,0,2022-06-06
texas,Science/Engineering Organizations,0,2022-06-06
texas,Media Organizations,0,2022-06-06
texas,Other,0,2022-06-06
uppermidwest,"<tr><td align=""left""><a href=""https://www.shakeout.org/uppermidwest/participant_list.php?start=uppermidwest&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-06
uppermidwest,Childcare and Pre-Schools,0,2022-06-06
uppermidwest,K-12 Schools and Districts,0,2022-06-06
uppermidwest,Colleges and Universities,0,2022-06-06
uppermidwest,Local Government,0,2022-06-06
uppermidwest,State Government,0,2022-06-06
uppermidwest,Federal/National Government (Including Military),0,2022-06-06
uppermidwest,Tribes/Indigenous Peoples,0,2022-06-06
uppermidwest,Businesses,0,2022-06-06
uppermidwest,Hotels and Other Lodgings,0,2022-06-06
uppermidwest,Healthcare,0,2022-06-06
uppermidwest,Senior Facilities/Communities,0,2022-06-06
uppermidwest,Disability/AFN Organizations,0,2022-06-06
uppermidwest,Non-Profit Organizations,0,2022-06-06
uppermidwest,Neighborhood Groups,0,2022-06-06
uppermidwest,Preparedness Organizations,0,2022-06-06
uppermidwest,Faith-based Organizations,0,2022-06-06
uppermidwest,"Museums, Libraries, Parks, etc.",0,2022-06-06
uppermidwest,Animal Shelter/Service Providers,0,2022-06-06
uppermidwest,Agriculture/Livestock Sector,0,2022-06-06
uppermidwest,Volunteer Radio Groups,0,2022-06-06
uppermidwest,Science/Engineering Organizations,0,2022-06-06
uppermidwest,Media Organizations,0,2022-06-06
uppermidwest,Other,0,2022-06-06
usvi,"<tr><td align=""left""><a href=""https://www.shakeout.org/usvi/participant_list.php?start=usvi&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-06
usvi,Childcare and Pre-Schools,113,2022-06-06
usvi,K-12 Schools and Districts,0,2022-06-06
usvi,Colleges and Universities,0,2022-06-06
usvi,Local Government,0,2022-06-06
usvi,State Government,0,2022-06-06
usvi,Federal/National Government (Including Military),0,2022-06-06
usvi,Businesses,0,2022-06-06
usvi,Hotels and Other Lodgings,0,2022-06-06
usvi,Healthcare,0,2022-06-06
usvi,Senior Facilities/Communities,0,2022-06-06
usvi,Disability/AFN Organizations,0,2022-06-06
usvi,Non-Profit Organizations,0,2022-06-06
usvi,Neighborhood Groups,0,2022-06-06
usvi,Preparedness Organizations,0,2022-06-06
usvi,Faith-based Organizations,0,2022-06-06
usvi,"Museums, Libraries, Parks, etc.",0,2022-06-06
usvi,Animal Shelter/Service Providers,0,2022-06-06
usvi,Agriculture/Livestock Sector,0,2022-06-06
usvi,Volunteer Radio Groups,0,2022-06-06
usvi,Science/Engineering Organizations,0,2022-06-06
usvi,Media Organizations,0,2022-06-06
usvi,Other,0,2022-06-06
utah,"<tr><td align=""left""><a href=""https://www.shakeout.org/utah/participant_list.php?start=utah&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">2,129</td></tr>","2,129",2022-06-06
utah,Childcare and Pre-Schools,"8,913",2022-06-06
utah,K-12 Schools and Districts,"623,836",2022-06-06
utah,Colleges and Universities,"143,052",2022-06-06
utah,Local Government,"18,298",2022-06-06
utah,State Government,"21,361",2022-06-06
utah,Federal/National Government (Including Military),219,2022-06-06
utah,Tribes/Indigenous Peoples,25,2022-06-06
utah,Businesses,"21,945",2022-06-06
utah,Hotels and Other Lodgings,0,2022-06-06
utah,Healthcare,"14,339",2022-06-06
utah,Senior Facilities/Communities,"3,792",2022-06-06
utah,Disability/AFN Organizations,591,2022-06-06
utah,Non-Profit Organizations,"4,643",2022-06-06
utah,Neighborhood Groups,"2,955",2022-06-06
utah,Preparedness Organizations,766,2022-06-06
utah,Faith-based Organizations,"14,542",2022-06-06
utah,"Museums, Libraries, Parks, etc.",90,2022-06-06
utah,Animal Shelter/Service Providers,0,2022-06-06
utah,Agriculture/Livestock Sector,0,2022-06-06
utah,Volunteer Radio Groups,513,2022-06-06
utah,Science/Engineering Organizations,156,2022-06-06
utah,Media Organizations,230,2022-06-06
utah,Other,982,2022-06-06
washington,"<tr><td align=""left""><a href=""https://www.shakeout.org/washington/participant_list.php?start=washington&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">92</td></tr>",92,2022-06-06
washington,Childcare and Pre-Schools,0,2022-06-06
washington,K-12 Schools and Districts,"41,812",2022-06-06
washington,Colleges and Universities,4,2022-06-06
washington,Local Government,909,2022-06-06
washington,State Government,"7,051",2022-06-06
washington,Federal/National Government (Including Military),0,2022-06-06
washington,Tribes/Indigenous Peoples,640,2022-06-06
washington,Businesses,"4,302",2022-06-06
washington,Hotels and Other Lodgings,0,2022-06-06
washington,Healthcare,"3,427",2022-06-06
washington,Senior Facilities/Communities,75,2022-06-06
washington,Disability/AFN Organizations,0,2022-06-06
washington,Non-Profit Organizations,144,2022-06-06
washington,Neighborhood Groups,0,2022-06-06
washington,Preparedness Organizations,0,2022-06-06
washington,Faith-based Organizations,0,2022-06-06
washington,"Museums, Libraries, Parks, etc.",45,2022-06-06
washington,Animal Shelter/Service Providers,0,2022-06-06
washington,Agriculture/Livestock Sector,0,2022-06-06
washington,Volunteer Radio Groups,26,2022-06-06
washington,Science/Engineering Organizations,35,2022-06-06
washington,Media Organizations,0,2022-06-06
washington,Other,50,2022-06-06
wyoming,"<tr><td align=""left""><a href=""https://www.shakeout.org/wyoming/participant_list.php?start=wyoming&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-06
wyoming,Childcare and Pre-Schools,0,2022-06-06
wyoming,K-12 Schools and Districts,0,2022-06-06
wyoming,Colleges and Universities,0,2022-06-06
wyoming,Local Government,0,2022-06-06
wyoming,State Government,0,2022-06-06
wyoming,Federal/National Government (Including Military),0,2022-06-06
wyoming,Tribes/Indigenous Peoples,0,2022-06-06
wyoming,Businesses,0,2022-06-06
wyoming,Hotels and Other Lodgings,0,2022-06-06
wyoming,Healthcare,0,2022-06-06
wyoming,Senior Facilities/Communities,0,2022-06-06
wyoming,Disability/AFN Organizations,0,2022-06-06
wyoming,Non-Profit Organizations,20,2022-06-06
wyoming,Neighborhood Groups,0,2022-06-06
wyoming,Preparedness Organizations,0,2022-06-06
wyoming,Faith-based Organizations,0,2022-06-06
wyoming,"Museums, Libraries, Parks, etc.",0,2022-06-06
wyoming,Animal Shelter/Service Providers,0,2022-06-06
wyoming,Agriculture/Livestock Sector,0,2022-06-06
wyoming,Volunteer Radio Groups,0,2022-06-06
wyoming,Science/Engineering Organizations,0,2022-06-06
wyoming,Media Organizations,0,2022-06-06
wyoming,Other,0,2022-06-06
yukon,"<tr><td align=""left""><a href=""https://www.shakeout.org/yukon/participant_list.php?start=yukon&amp;category=individuals"" style=""font-size:14px;"">Individuals/Families</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-06
yukon,Childcare and Pre-Schools,0,2022-06-06
yukon,K-12 Schools and Districts,0,2022-06-06
yukon,Colleges and Universities,0,2022-06-06
yukon,Local Government,90,2022-06-06
yukon,Federal/National Government (Including Military),0,2022-06-06
yukon,Businesses,0,2022-06-06
yukon,Hotels and Other Lodgings,0,2022-06-06
yukon,Healthcare,0,2022-06-06
yukon,Senior Facilities/Communities,0,2022-06-06
yukon,Disability/AFN Organizations,0,2022-06-06
yukon,Non-Profit Organizations,0,2022-06-06
yukon,Preparedness Organizations,0,2022-06-06
yukon,Faith-based Organizations,0,2022-06-06
yukon,"Museums, Libraries, Parks, etc.",0,2022-06-06
yukon,Animal Shelter/Service Providers,0,2022-06-06
yukon,Agriculture/Livestock Sector,0,2022-06-06
yukon,Volunteer Radio Groups,0,2022-06-06
yukon,Science/Engineering Organizations,0,2022-06-06
yukon,Media Organizations,0,2022-06-06
yukon,Other,0,2022-06-06
alaska,"<tr><td align=""left""><a href=""https://www.shakeout.org/alaska/participant_list.php?start=alaska&amp;category=other"" style=""font-size:14px;"">Other</a></td><td align=""right"" style=""font-size:14px;"">0</td></tr>",0,2022-06-07
